RECORDID,DATESTRING,ACTION,ACTIONNUMBER,PROJECTDECISION
1994.086V,4/28/1994,Approved,,Approved
1994.087V,3/28/1994,Approved,,Approved
1994.089D,10/20/1994,Approved,,Approved
1994.092V,6/1/1994,Approved,,Approved
1994.100V,6/16/1994,Disapproved,,Disapproved
1994.101V,3/30/1994,Approved,,Approved
1994.102D,5/12/1994,Approved,,Approved
1994.103D,4/28/1994,Approved,,Approved
1994.105B,6/8/1995,Approved,13886,Approved
1994.105X,6/8/1995,Approved,13885,Approved
1994.106C,7/21/1994,Approved,13727,Approved
1994.107C,5/12/1994,Approved,13682,Approved
1994.111V,6/16/1994,Approved,,Approved
1994.112V,6/1/1994,Approved,,Approved
1994.113V,12/6/1994,Disapproved,,Disapproved
1994.114V,6/9/1994,Approved,,Approved
1994.116C,8/25/1994,Approved,13747,Approved
1994.120C,5/26/1994,Approved,13695,Approved
1994.121C,10/27/1994,Approved,13768,Approved
1994.123V,6/20/1994,Approved,,Approved
1994.125C,5/12/1994,Approved,13688,Approved
1994.136C,5/19/1994,Approved,13692,Approved
1994.147V,6/16/1994,Approved,,Approved
1994.148V,3/21/1995,Cancelled,,Cancelled
1994.149V,6/16/1994,Approved,,Approved
1994.150C,1/12/1995,Approved,13801,Approved
1994.151C,3/16/1995,Approved,13844,Approved
1994.152D,5/26/1994,Approved,,Approved
1994.154D,10/27/1994,Approved,,Approved
1994.160C,5/26/1994,Approved,13693,Approved
1994.161C,6/2/1994,Approved,13699,Approved
1994.162C,6/2/1994,Approved,13700,Approved
1994.163V,6/20/1994,Approved,,Approved
1994.164V,8/3/1994,Approved,,Approved
1994.165V,6/20/1994,Approved,,Approved
1994.166C,6/15/1995,Approved,13895,Approved
1994.175V,5/4/1994,Approved,,Approved
1994.186V,6/16/1994,Approved,,Approved
1994.187V,6/20/1994,Approved,,Approved
1994.195C,7/7/1994,Approved,13723,Approved
1994.196C,4/27/1995,Approved,13867,Approved
1994.197V,10/26/1994,Approved,,Approved
1994.199V,7/5/1994,Approved,,Approved
1994.200V,7/5/1994,Approved,,Approved
1994.201V,3/2/1995,Approved,,Approved
1994.202D,1/9/1995,Approved,,Approved
1994.204C,7/28/1994,Disapproved,13732,Disapproved
1994.212D,7/21/1994,Approved,13729,Approved
1994.213V,6/7/1994,Approved,,Approved
1994.220C,7/7/1994,Approved,13722,Approved
1994.222C,6/9/1994,Approved,13704,Approved
1994.225C,9/21/1995,Approved,13959,Approved
1994.225C,9/21/1995,Approved,13959,Approved
1994.228V,8/2/1994,Approved,,Approved
1994.229V,8/5/1994,Disapproved,,Disapproved
1994.230V,8/2/1994,Approved,,Approved
1994.240C,7/14/1994,Approved,13728,Approved
1994.240V,8/9/1994,Approved,,Approved
1994.241V,7/28/1994,Approved,,Approved
1994.245V,8/2/1994,Approved,,Approved
1994.249C,8/3/1995,Approved,13930,Approved
1994.250C,8/4/1994,Approved,13742,Approved
1994.251V,7/6/1994,Approved,,Approved
1994.252V,9/26/1995,Cancelled,,Cancelled
1994.254V,7/29/1994,Approved,,Approved
1994.255V,7/8/1994,Approved,,Approved
1994.264A,8/4/1994,Approved,,Approved
1994.265A,5/25/1995,Approved,13882,Approved
1994.266V,2/9/1995,Approved,,Approved
1994.267V,8/2/1994,Approved,,Approved
1994.268V,7/6/1994,Approved,,Approved
1994.269V,11/21/1994,Approved,,Approved
1994.272D,7/21/1994,Approved,13729,Approved
1994.272X,7/21/1994,Approved,13729,Approved
1994.274D,7/14/1994,Approved,,Approved
1994.285C,12/8/1994,Approved,13788,Approved
1994.285V,4/7/1995,Approved,,Approved
1994.286C,8/11/1994,Approved,13743,Approved
1994.287C,12/15/1994,Approved,13792,Approved
1994.289V,11/17/1994,Approved,,Approved
1994.300C,1/12/1995,Disapproved,13809,Disapproved
1994.304C,8/25/1994,Approved,13751,Approved
1994.304C,8/25/1994,Approved,13751,Approved
1994.306C,1/26/1995,Approved,13815,Approved
1994.306V,2/10/1995,Approved,,Approved
1994.307C,8/18/1994,Approved,13744,Approved
1994.309X,7/1/1994,Approved,,Approved
1994.311V,6/23/1995,Approved,,Approved
1994.313V,8/25/1994,Approved,,Approved
1994.314V,11/8/1994,Approved,,Approved
1994.322C,8/25/1994,Approved,13750,Approved
1994.323C,1/19/1995,Approved,13811,Approved
1994.325D,9/1/1994,Approved,,Approved
1994.327V,10/27/1994,Approved,,Approved
1994.328V,7/29/1994,Approved,,Approved
1994.333C,8/25/1994,Approved,13745,Approved
1994.335V,12/14/1994,Approved,,Approved
1994.336V,11/8/1994,Approved,,Approved
1994.342V,8/4/1994,Approved,,Approved
1994.343C,9/14/1995,Approved,13956,Approved
1994.343V,8/24/1995,Approved,,Approved
1994.349C,9/22/1994,Approved,13756,Approved
1994.355C,11/3/1994,Approved,13771,Approved
1994.356V,10/19/1994,Approved,,Approved
1994.357V,9/12/1994,Approved,,Approved
1994.364C,10/6/1994,Approved,,Approved
1994.368V,9/15/1994,Approved,,Approved
1994.369V,12/6/1994,Approved,,Approved
1994.370V,10/19/1994,Approved,,Approved
1994.372D,1/9/1995,Approved,,Approved
1994.373C,12/15/1994,Approved,13796,Approved
1994.374C,9/1/1994,Approved,13753,Approved
1994.376V,4/4/1995,Approved,,Approved
1994.379V,9/29/1994,Approved,,Approved
1994.385V,10/20/1994,Approved,,Approved
1994.386V,3/13/1995,Approved,,Approved
1994.388V,12/15/1994,Approved,,Approved
1994.389C,3/9/1995,Approved,13841,Approved
1994.390C,3/9/1995,Approved,13842,Approved
1994.390C,3/9/1995,Approved,13842,Approved
1994.395V,11/7/1994,Approved,,Approved
1994.396V,10/26/1994,Approved,,Approved
1994.398V,4/5/1995,Approved,,Approved
1994.401C,9/22/1994,Approved,13757,Approved
1994.402C,2/23/1995,Approved,13833,Approved
1994.402V,4/7/1995,Approved,,Approved
1994.403D,10/20/1994,Approved,,Approved
1994.404V,12/13/1994,Approved,,Approved
1994.405V,10/7/1994,Approved,,Approved
1994.406V,9/29/1994,Approved,,Approved
1994.407V,11/4/1994,Approved,,Approved
1994.408V,9/16/1994,Approved,,Approved
1994.420C,3/7/1996,Approved,14074,Approved
1994.423V,9/20/1994,Approved,,Approved
1994.424V,9/15/1994,Approved,,Approved
1994.425V,10/28/1994,Approved,,Approved
1994.430D,11/3/1994,Approved,,Approved
1994.432C,10/26/1995,Approved,13990,Approved
1994.432V,4/23/1996,Approved,,Approved
1994.433C,2/16/1995,Withdawn,,Withdawn
1994.435V,10/12/1994,Approved,,Approved
1994.440C,1/26/1995,Approved,13816,Approved
1994.441A,9/22/1994,Approved,13758,Approved
1994.454V,10/13/1994,Disapproved,,Disapproved
1994.457C,10/27/1994,Approved,13769,Approved
1994.459C,4/13/1995,Approved,13864,Approved
1994.460C,4/13/1995,Approved,13863,Approved
1994.461D,12/1/1994,Approved,,Approved
1994.464P,11/3/1994,Approved,13772,Approved
1994.465V,10/26/1994,Approved,,Approved
1994.468V,4/6/1995,Approved,,Approved
1994.470C,4/20/1995,Disapproved,13865,Disapproved
1994.477C,11/10/1994,Approved,13778,Approved
1994.478D,11/17/1994,Approved,,Approved
1994.489V,1/30/1995,Approved,,Approved
1994.490V,4/6/1995,Approved,,Approved
1994.494D,11/10/1994,Approved,,Approved
1994.495C,10/20/1994,Approved,13765,Approved
1994.496C,3/2/1995,Approved,13836,Approved
1994.497C,12/1/1994,Approved,13783,Approved
1994.506V,10/31/1994,Approved,,Approved
1994.509V,11/8/1994,Approved,,Approved
1994.513D,10/27/1994,Approved,,Approved
1994.516C,8/24/1995,Approved,13943,Approved
1994.517C,12/8/1994,Disapproved,13789,Disapproved
1994.518V,1/17/1995,Approved,,Approved
1994.519V,11/8/1994,Approved,,Approved
1994.520V,2/1/1996,Approved,,Approved
1994.522D,11/17/1994,Approved,,Approved
1994.526V,10/26/1994,Approved,,Approved
1994.529V,11/28/1995,Approved,,Approved
1994.530V,1/23/1995,Approved,,Approved
1994.531V,12/5/1994,Approved,,Approved
1994.532A,11/9/1995,Approved,14003,Approved
1994.532C,11/9/1995,Approved,14002,Approved
1994.532C,11/9/1995,Approved,14002,Approved
1994.533D,4/28/1995,Approved,,Approved
1994.534C,11/17/1994,Approved,13780,Approved
1994.535C,1/26/1995,Approved,13817,Approved
1994.536C,12/15/1994,Approved,13798,Approved
1994.539C,12/15/1994,Approved,13797,Approved
1994.540V,11/21/1994,Approved,,Approved
1994.541V,12/28/1994,Approved,,Approved
1994.542V,11/17/1994,Approved,,Approved
1994.543V,1/9/1995,Approved,,Approved
1994.544V,11/23/1994,Approved,,Approved
1994.545C,11/9/1995,Approved,14002,Approved
1994.546C,1/12/1995,Disapproved,13810,Disapproved
1994.547D,7/27/1995,Approved,,Approved
1994.549C,1/12/1995,Approved,13808,Approved
1994.550C,12/15/1994,Approved,13795,Approved
1994.555C,2/1/1996,Approved,14051,Approved
1994.555C,2/1/1996,Approved,14051,Approved
1994.562V,12/20/1994,Approved,,Approved
1994.563V,12/20/1994,Approved,,Approved
1994.569C,2/16/1995,Approved,13830,Approved
1994.571D,2/2/1995,Approved,,Approved
1994.579V,12/28/1994,Approved,,Approved
1994.580V,1/6/1995,Approved,,Approved
1994.581C,1/26/1995,Disapproved,13813,Disapproved
1994.585C,6/15/1995,Approved,13897,Approved
1994.588C,2/16/1995,Approved,,Approved
1994.590D,2/9/1995,Approved,,Approved
1994.591D,2/9/1995,Approved,,Approved
1994.592D,7/11/1995,Approved,,Approved
1994.599D,1/26/1995,Approved,,Approved
1994.601D,1/12/1995,Approved,,Approved
1994.603V,1/17/1995,Approved,,Approved
1994.604C,1/19/1995,Approved,,Approved
1994.605C,2/23/1995,Approved,13832,Approved
1994.614V,3/17/1995,Approved,,Approved
1994.615C,12/12/1996,Approved,14254,Approved
1994.616C,12/15/1994,Approved,13799,Approved
1994.618A,6/13/1996,Approved,14137,Approved
1994.618C,6/6/1996,Approved,14129,Approved
1994.618V,1/26/1998,Approved,,Approved
1994.619C,4/6/1995,Approved,13855,Approved
1994.620C,1/26/1995,Approved,13818,Approved
1994.625V,1/27/1995,Approved,,Approved
1994.626V,1/30/1995,Approved,,Approved
1994.627V,2/8/1995,Approved,,Approved
1994.628V,1/27/1995,Approved,,Approved
1994.632C,2/2/1995,Approved,13823,Approved
1994.633C,4/20/1995,Disapproved,13866,Disapproved
1994.637C,2/6/1995,Withdawn,,Withdawn
1994.649V,1/30/1995,Disapproved,,Disapproved
1994.651V,6/22/1995,Approved,,Approved
1994.658C,2/23/1995,Approved,13834,Approved
1994.659D,2/16/1995,Approved,,Approved
1994.663V,9/28/1995,Disapproved,,Disapproved
1994.669V,2/27/1995,Approved,,Approved
1994.671C,2/16/1995,Approved,13829,Approved
1994.672V,1/27/1995,Approved,,Approved
1994.674C,6/29/1995,Approved,13900,Approved
1994.683V,2/8/1995,Approved,,Approved
1994.685V,2/16/1995,Approved,,Approved
1994.686C,3/30/1995,Approved,13852,Approved
1995.001V,2/1/1995,Approved,,Approved
1995.002C,8/24/1995,Approved,13944,Approved
1995.003C,7/27/1995,Approved,13926,Approved
1995.004C,3/16/1995,Approved,13844,Approved
1995.005C,3/2/1995,Approved,13837,Approved
1995.009A,1/20/1995,Approved,,Approved
1995.009V,12/22/1995,Approved,,Approved
1995.014A,3/2/1995,Approved,13838,Approved
1995.015C,4/6/1995,Approved,13856,Approved
1995.017V,11/28/1995,Approved,,Approved
1995.018V,3/13/1995,Approved,,Approved
1995.023D,5/4/1995,Approved,,Approved
1995.024C,4/6/1995,Approved,13854,Approved
1995.026P,2/17/1995,Approved,,Approved
1995.027V,3/29/1995,Approved,,Approved
1995.028V,6/1/1995,Approved,,Approved
1995.029V,3/16/1995,Approved,,Approved
1995.030V,4/6/1995,Approved,,Approved
1995.032V,4/17/1995,Approved,,Approved
1995.044D,3/9/1995,Approved,,Approved
1995.045C,3/30/1995,Approved,13851,Approved
1995.046C,3/30/1995,Approved,13849,Approved
1995.047C,4/6/1995,Approved,13857,Approved
1995.048V,3/16/1995,Approved,,Approved
1995.050V,4/6/1995,Approved,,Approved
1995.051V,4/6/1995,Approved,,Approved
1995.054V,2/23/1995,Approved,,Approved
1995.055D,4/10/1997,Approved,,Approved
1995.056C,2/15/1995,Withdawn,,Withdawn
1995.057C_2,3/2/1995,Approved,13839,Approved
1995.058C,10/12/1995,Approved,13975,Approved
1995.059D,3/16/1995,Approved,,Approved
1995.061D,4/13/1995,Approved,,Approved
1995.070C,11/16/1995,Approved,14015,Approved
1995.079V,8/2/1995,Approved,,Approved
1995.080V,4/28/1995,Approved,,Approved
1995.081V,3/16/1995,Approved,,Approved
1995.082C,3/30/1995,Approved,13850,Approved
1995.083X,9/27/1995,Approved,,Approved
1995.087D,5/4/1995,Approved,,Approved
1995.087D_3,5/4/1995,Approved,,Approved
1995.088A,4/13/1995,Approved,13860,Approved
1995.088D,7/20/1995,Approved,13914,Approved
1995.088D,7/20/1995,Approved,13914,Approved
1995.093D,12/7/1995,Approved,,Approved
1995.093D_3,12/7/1995,Approved,,Approved
1995.097D,4/6/1995,Approved,,Approved
1995.100C,5/11/1995,Approved,13877,Approved
1995.100V,3/13/1995,Withdawn,,Withdawn
1995.102D,4/10/1997,Approved,14348,Approved
1995.109V,3/22/1995,Approved,,Approved
1995.119D,5/11/1995,Approved,,Approved
1995.123D,10/19/1995,Approved,,Approved
1995.125C,6/22/1995,Approved,13898,Approved
1995.126V,5/3/1995,Disapproved,,Disapproved
1995.127V,4/28/1995,Approved,,Approved
1995.132C,5/4/1995,Approved,13870,Approved
1995.133C,5/11/1995,Approved,13872,Approved
1995.135C,9/7/1995,Approved,13952,Approved
1995.137C,5/11/1995,Disapproved,13876,Disapproved
1995.142V,10/2/1996,Approved,,Approved
1995.144V,5/8/1995,Approved,,Approved
1995.148D,5/18/1995,Approved,,Approved
1995.148D_3,5/18/1995,Approved,,Approved
1995.150C,3/28/1996,Approved,14090,Approved
1995.150V,9/8/1995,Approved,,Approved
1995.151C,5/23/1996,Approved,14120,Approved
1995.151C,5/23/1996,Approved,,Approved
1995.151V,9/19/1995,Approved,,Approved
1995.155V,6/9/1995,Approved,,Approved
1995.156V,3/21/1995,Withdawn,,Withdawn
1995.160C,5/25/1995,Approved,13884,Approved
1995.161V,6/22/1995,Approved,,Approved
1995.162V,4/28/1995,Approved,,Approved
1995.163V,8/2/1995,Approved,,Approved
1995.169V,5/30/1995,Approved,,Approved
1995.171C,6/15/1995,Approved,13896,Approved
1995.173A,5/18/1995,Approved,13879,Approved
1995.175C,5/11/1995,Approved,13871,Approved
1995.176C,5/25/1995,Approved,13883,Approved
1995.177V,6/9/1995,Approved,,Approved
1995.179C,6/15/1995,Approved,13892,Approved
1995.183C,9/7/1995,Approved,13951,Approved
1995.183C,9/7/1995,Approved,13951,Approved
1995.186C,5/18/1995,Approved,13878,Approved
1995.188V,4/27/1995,Approved,,Approved
1995.189C,7/27/1995,Approved,13925,Approved
1995.190D,5/18/1995,Approved,,Approved
1995.192A,5/23/1996,Approved,,Approved
1995.192A_2,7/18/1997,Approved,,Approved
1995.194C,6/8/1995,Disapproved,13890,Disapproved
1995.195C,6/8/1995,Disapproved,13891,Disapproved
1995.196C,7/6/1995,Approved,13902,Approved
1995.197V,7/13/1995,Approved,,Approved
1995.199V,6/23/1995,Approved,,Approved
1995.205C,7/13/1995,Approved,,Approved
1995.205V,8/29/1995,Approved,,Approved
1995.206V,6/16/1995,Approved,,Approved
1995.207C,6/8/1995,Approved,13888,Approved
1995.211C,7/20/1995,Approved,13916,Approved
1995.213V,5/18/1996,Approved,,Approved
1995.214V,6/2/1995,Approved,,Approved
1995.216B,11/16/1995,Approved,14012,Approved
1995.216X,11/16/1995,Approved,14012,Approved
1995.219C,7/20/1995,Approved,13915,Approved
1995.220C,7/6/1995,Approved,13905,Approved
1995.220C,7/6/1995,Approved,13905,Approved
1995.221C,7/27/1995,Approved,13923,Approved
1995.222C,7/6/1995,Approved,13904,Approved
1995.225D,10/12/1995,Approved,,Approved
1995.225D_3,10/12/1995,Approved,,Approved
1995.225D_5,10/12/1995,Approved,,Approved
1995.229V,6/6/1995,Approved,,Approved
1995.234C,10/19/1995,Disapproved,13980,Disapproved
1995.235C,7/6/1995,Approved,13903,Approved
1995.238C,8/3/1995,Approved,13928,Approved
1995.242V,6/15/1995,Approved,,Approved
1995.244V,6/12/1995,Approved,,Approved
1995.246V,6/6/1995,Approved,,Approved
1995.248C,9/7/1995,Approved,13953,Approved
1995.252D,7/20/1995,Approved,,Approved
1995.253V,6/21/1995,Approved,,Approved
1995.256V,7/6/1995,Approved,,Approved
1995.260V,5/31/1995,Approved,,Approved
1995.261C,4/25/1996,Approved,14107,Approved
1995.261C,4/25/1996,Approved,14107,Approved
1995.262C,8/10/1995,Approved,13935,Approved
1995.262V,9/21/1995,Approved,,Approved
1995.266C,10/19/1995,Approved,13985,Approved
1995.266C,10/19/1995,Approved,13985,Approved
1995.267V,11/3/1995,Approved,,Approved
1995.268C,1/11/1996,Approved,14039,Approved
1995.268V,7/3/1996,Approved,,Approved
1995.269D,11/30/1995,Approved,,Approved
1995.269V,7/26/1995,Disapproved,,Disapproved
1995.270V,1/24/1996,Approved,,Approved
1995.275C,5/9/1996,Approved,14112,Approved
1995.276C,10/12/1995,Approved,13969,Approved
1995.277C,8/17/1995,Approved,13937,Approved
1995.278C,8/3/1995,Approved,13931,Approved
1995.287V,9/13/1995,Approved,,Approved
1995.292C,10/12/1995,Approved,13977,Approved
1995.293C,8/10/1995,Approved,13936,Approved
1995.294C,10/12/1995,Approved,13973,Approved
1995.294C,10/12/1995,Approved,13973,Approved
1995.299V,7/26/1995,Approved,,Approved
1995.303V,8/29/1995,Approved,,Approved
1995.305C,6/13/1996,Approved,14139,Approved
1995.310C,9/27/1995,Approved,13958,Approved
1995.312V,8/30/1995,Approved,,Approved
1995.313D,11/16/1995,Approved,,Approved
1995.313V,12/14/1995,Approved,,Approved
1995.314D,11/16/1995,Approved,,Approved
1995.321C,9/14/1995,Approved,13955,Approved
1995.322C,8/24/1995,Approved,13945,Approved
1995.323V,1/2/1996,Approved,,Approved
1995.324V,8/29/1995,Approved,,Approved
1995.325V,8/29/1995,Approved,,Approved
1995.328D,10/5/1995,Approved,,Approved
1995.330V,11/20/1995,Approved,,Approved
1995.331C,1/25/1996,Approved,14043,Approved
1995.332V,8/2/1995,Approved,,Approved
1995.333C,11/9/1995,Approved,13997,Approved
1995.334C,11/2/1995,Approved,13998,Approved
1995.335A,4/26/1996,Withdawn,,Withdawn
1995.336C,3/6/1997,Approved,14322,Approved
1995.348C,3/7/1996,Approved,14067,Approved
1995.349V,7/26/1995,Approved,,Approved
1995.354C,1/9/1997,Approved,14276,Approved
1995.355C,11/9/1995,Approved,14006,Approved
1995.355C,11/9/1995,Approved,14006,Approved
1995.356C,11/16/1995,Approved,14016,Approved
1995.356C,11/16/1995,Approved,14016,Approved
1995.357C,11/16/1995,Approved,14017,Approved
1995.357C,11/16/1995,Approved,14017,Approved
1995.358C,2/15/1996,Approved,14055,Approved
1995.359V,9/28/1995,Disapproved,,Disapproved
1995.360V,8/25/1995,Approved,,Approved
1995.361V,11/17/1995,Disapproved,,Disapproved
1995.362C,10/26/1995,Disapproved,13994,Disapproved
1995.363C,10/26/1995,Approved,13995,Approved
1995.363C_2,1/9/1997,Approved,14275,Approved
1995.364D,9/14/1995,Approved,,Approved
1995.368V,9/11/1995,Approved,,Approved
1995.372C,12/7/1995,Approved,14024,Approved
1995.381A,7/20/1995,Approved,,Approved
1995.389C,3/7/1996,Approved,14068,Approved
1995.390C,3/7/1996,Approved,14069,Approved
1995.391C,3/7/1996,Approved,14070,Approved
1995.392C,3/7/1996,Approved,14071,Approved
1995.393C,3/7/1996,Approved,14072,Approved
1995.394C,3/7/1996,Approved,14073,Approved
1995.395V,10/13/1995,Approved,,Approved
1995.396V,11/13/1995,Approved,,Approved
1995.397V,10/25/1995,Approved,,Approved
1995.398C,9/7/1995,Approved,13954,Approved
1995.399C,11/9/1995,Approved,14008,Approved
1995.411V,10/5/1995,Approved,,Approved
1995.412D,11/2/1995,Approved,,Approved
1995.415V,11/2/1995,Approved,,Approved
1995.416V,10/31/1995,Approved,,Approved
1995.417V,12/4/1995,Disapproved,,Disapproved
1995.418V,2/8/1996,Withdawn,,Withdawn
1995.422D,10/12/1995,Approved,,Approved
1995.429C,10/12/1995,Approved,13976,Approved
1995.430V,11/13/1995,Approved,,Approved
1995.431V,12/11/1995,Approved,,Approved
1995.434C,12/7/1995,Disapproved,14023,Disapproved
1995.434C,12/7/1995,Approved,14023,Approved
1995.435C,10/19/1995,Approved,13986,Approved
1995.436C,10/26/1995,Approved,13991,Approved
1995.437C,10/26/1995,Disapproved,13993,Disapproved
1995.441D,2/1/1996,Approved,,Approved
1995.442V,9/28/1995,Approved,,Approved
1995.443V,9/28/1995,Approved,,Approved
1995.444V,9/28/1995,Approved,,Approved
1995.451C,11/9/1995,Approved,14007,Approved
1995.452C,11/9/1995,Approved,,Approved
1995.458C,6/27/1996,Approved,14153,Approved
1995.463C,2/1/1996,Approved,14049,Approved
1995.465V,9/28/1995,Approved,,Approved
1995.466V,2/1/1996,Approved,,Approved
1995.468V,9/28/1995,Approved,,Approved
1995.472C,10/10/1996,Approved,14208,Approved
1995.473V,9/28/1995,Approved,,Approved
1995.474V,9/28/1995,Approved,,Approved
1995.475D,11/16/1995,Approved,,Approved
1995.476V,9/28/1995,Approved,,Approved
1995.477A,7/9/1996,Approved,,Approved
1995.480V,10/2/1995,Approved,,Approved
1995.481C,12/19/1996,Approved,14267,Approved
1995.483C,1/11/1996,Approved,14036,Approved
1995.485C,12/14/1995,Approved,14029,Approved
1995.498V,11/13/1995,Approved,,Approved
1995.499V,12/14/1995,Approved,,Approved
1995.507C,11/16/1995,Approved,14011,Approved
1995.507C,11/16/1995,Approved,14011,Approved
1995.511D,11/2/1995,Approved,,Approved
1995.511D_3,11/2/1995,Approved,,Approved
1995.513C,1/25/1996,Approved,14042,Approved
1995.516V,11/16/1995,Approved,,Approved
1995.518C,11/16/1995,Approved,14014,Approved
1995.519V,11/8/1996,Disapproved,,Disapproved
1995.521C,10/3/1996,Approved,14204,Approved
1995.522D,2/8/1996,Approved,,Approved
1995.523D,2/15/1996,Approved,,Approved
1995.525X,4/4/1996,Approved,14095,Approved
1995.527V,10/27/1995,Approved,,Approved
1995.528V,10/26/1995,Approved,,Approved
1995.529C,11/30/1995,Approved,14021,Approved
1995.530C,12/14/1995,Approved,14033,Approved
1995.533D,10/19/1995,Approved,,Approved
1995.542C,4/11/1996,Approved,14097,Approved
1995.542C,4/11/1996,Approved,14097,Approved
1995.542V,4/24/1996,Approved,,Approved
1995.543V,1/2/1996,Approved,,Approved
1995.544C,5/2/1996,Approved,14111,Approved
1995.545V,11/16/1995,Approved,,Approved
1995.547V,11/20/1995,Approved,,Approved
1995.549V,10/26/1995,Approved,,Approved
1995.553C,11/30/1995,Approved,14020,Approved
1995.554C,12/7/1995,Approved,14025,Approved
1995.566D,1/18/1996,Approved,,Approved
1995.568V,3/18/1996,Approved,,Approved
1995.569C,12/7/1995,Approved,14028,Approved
1995.570C,3/21/1996,Approved,14084,Approved
1995.573V,11/17/1995,Approved,,Approved
1995.581V,1/24/1996,Approved,,Approved
1995.583V,11/17/1995,Approved,,Approved
1995.586C,1/25/1996,Approved,14047,Approved
1995.595C,2/8/1996,Approved,14054,Approved
1995.596V,11/21/1995,Approved,,Approved
1995.597C,11/30/1995,Approved,14019,Approved
1995.598V,11/17/1995,Approved,,Approved
1995.600D,11/16/1995,Approved,,Approved
1995.603C,11/30/1995,Approved,14019,Approved
1995.604C,1/25/1996,Approved,14044,Approved
1995.604V,2/22/1996,Approved,,Approved
1995.605V,1/31/1996,Approved,,Approved
1995.612D,11/30/1995,Approved,,Approved
1995.618V,2/1/1996,Approved,,Approved
1995.619C,2/15/1996,Approved,14056,Approved
1995.619V,6/6/1996,Approved,,Approved
1995.622V,10/25/1996,Approved,,Approved
1995.626D,12/14/1995,Approved,,Approved
1995.628V,1/28/1997,Approved,,Approved
1995.630A,4/26/1996,Approved,,Approved
1995.634X,3/21/1996,Approved,14087,Approved
1995.635V,6/11/1996,Approved,,Approved
1995.636D,3/7/1996,Approved,,Approved
1995.638D,1/25/1996,Approved,,Approved
1995.638D_3,1/25/1996,Approved,,Approved
1995.644C,5/22/1997,Approved,14378,Approved
1995.652C,2/15/1996,Approved,14058,Approved
1995.653C,1/25/1996,Approved,14046,Approved
1995.654C,1/11/1996,Approved,14038,Approved
1995.656V,12/27/1995,Approved,,Approved
1995.657C,2/22/1996,Approved,14061,Approved
1995.659C,3/14/1996,Approved,14078,Approved
1995.660C,6/13/1996,Approved,14136,Approved
1995.661C,7/18/1996,Approved,14164,Approved
1995.662V,1/25/1996,Approved,,Approved
1995.664D,2/22/1996,Approved,,Approved
1995.668C,3/7/1996,Approved,14065,Approved
1995.670V,2/1/1996,Approved,,Approved
1995.673C,5/22/1997,Approved,14377,Approved
1995.675D,1/25/1996,Approved,,Approved
1995.678C,3/28/1996,Approved,14088,Approved
1995.682D,3/7/1996,Approved,,Approved
1995.683V,4/3/1996,Disapproved,,Disapproved
1995.687V,2/8/1996,Approved,,Approved
1995.689D,2/8/1996,Approved,,Approved
1995.691C,4/4/1996,Approved,14092,Approved
1995.692C,2/22/1996,Approved,14062,Approved
1995.695A,1/3/1996,Approved,,Approved
1995.697V,1/25/1996,Approved,,Approved
1996.002V,11/8/1996,Approved,,Approved
1996.003V,2/1/1996,Approved,,Approved
1996.004A,1/3/1996,Approved,,Approved
1996.005C,6/5/1997,Approved,14384,Approved
1996.005C,6/5/1997,Approved,14384,Approved
1996.005V,7/16/1997,Approved,,Approved
1996.006C,10/24/1996,Approved,14222,Approved
1996.006C,10/24/1996,Approved,14222,Approved
1996.006V,4/1/1998,Approved,,Approved
1996.007C,6/6/1996,Approved,14131,Approved
1996.007C,6/6/1996,Approved,,Approved
1996.008C,9/26/1996,Approved,,Approved
1996.009C,3/21/1996,Approved,14086,Approved
1996.010D,2/15/1996,Approved,,Approved
1996.013A,1/3/1996,Approved,,Approved
1996.017C,3/7/1996,Approved,14075,Approved
1996.018V,2/29/1996,Approved,,Approved
1996.022A,2/21/1996,Approved,,Approved
1996.024C,3/21/1996,Approved,14085,Approved
1996.025C,6/6/1996,Approved,14132,Approved
1996.026C,6/27/1996,Approved,14152,Approved
1996.030V,4/23/1996,Approved,,Approved
1996.031V,3/1/1996,Approved,,Approved
1996.032C,3/21/1996,Approved,14082,Approved
1996.035V,2/29/1996,Approved,,Approved
1996.039C,6/27/1996,Approved,14150,Approved
1996.039C,6/27/1996,Approved,14150,Approved
1996.040C,10/24/1996,Approved,14218,Approved
1996.041C,6/27/1996,Approved,14151,Approved
1996.044V,4/16/1996,Approved,,Approved
1996.047C,4/18/1996,Disapproved,14098,Disapproved
1996.048C,7/11/1996,Approved,14157,Approved
1996.051V,3/29/1996,Approved,,Approved
1996.052V,3/7/1996,Approved,,Approved
1996.054D,5/16/1996,Approved,,Approved
1996.056C,8/8/1996,Approved,14180,Approved
1996.058C,3/21/1996,Approved,14081,Approved
1996.059C,3/28/1996,Approved,14091,Approved
1996.063V,4/24/1996,Approved,,Approved
1996.065C,8/1/1996,Approved,14172,Approved
1996.065V,3/27/1997,Approved,,Approved
1996.067A,7/11/1996,Approved,,Approved
1996.069C,5/9/1996,Disapproved,14113,Disapproved
1996.080D,6/27/1996,Approved,,Approved
1996.083V,4/16/1996,Approved,,Approved
1996.085C,4/4/1996,Approved,14093,Approved
1996.086C,4/25/1996,Approved,14106,Approved
1996.087C,4/18/1996,Approved,14100,Approved
1996.087V,6/26/1996,Approved,,Approved
