quarter,PPTS record ID,Expiration date,checked_in,checked_out,type,post_date,Registration number,platforms,other_platforms,Month,Period,Year,Platform,Platform_lkup,Other_Platforms
4/1/2016,2015-014650STR,,4/6/2016,4/8/2016,Unhosted,8/5/2016,826,Airbnb,,4,April-June,2016,Airbnb.com,,
4/1/2016,2015-014650STR,,4/3/2016,4/4/2016,Unhosted,8/5/2016,826,Airbnb,,4,April-June,2016,Airbnb.com,,
4/1/2016,2015-014650STR,,5/15/2016,5/18/2016,Unhosted,8/5/2016,826,Airbnb,,4,April-June,2016,Airbnb.com,,
4/1/2016,2015-014650STR,,5/18/2016,5/22/2016,Unhosted,8/5/2016,826,Airbnb,,4,April-June,2016,Airbnb.com,,
4/1/2016,2015-014650STR,,4/21/2016,4/24/2016,Unhosted,8/5/2016,826,Airbnb,,4,April-June,2016,Airbnb.com,,
4/1/2016,2015-014650STR,,5/2/2016,5/6/2016,Unhosted,8/5/2016,826,Airbnb,,4,April-June,2016,Airbnb.com,,
4/1/2016,2015-014650STR,,5/27/2016,5/28/2016,Unhosted,8/5/2016,826,Airbnb,,4,April-June,2016,Airbnb.com,,
4/1/2016,2015-014650STR,,5/28/2016,5/30/2016,Unhosted,8/5/2016,826,Airbnb,,4,April-June,2016,Airbnb.com,,
4/1/2016,2015-014650STR,,6/5/2016,6/7/2016,Unhosted,8/5/2016,826,Airbnb,,4,April-June,2016,Airbnb.com,,
4/1/2016,2015-014650STR,,6/10/2016,6/13/2016,Unhosted,8/5/2016,826,Airbnb,,4,April-June,2016,Airbnb.com,,
4/1/2016,2015-014650STR,,6/13/2016,6/14/2016,Unhosted,8/5/2016,826,Airbnb,,4,April-June,2016,Airbnb.com,,
4/1/2016,2015-014650STR,,6/14/2016,6/19/2016,Unhosted,8/5/2016,826,Airbnb,,4,April-June,2016,Airbnb.com,,
4/1/2016,2015-014650STR,,6/19/2016,6/22/2016,Unhosted,8/5/2016,826,Airbnb,,4,April-June,2016,Airbnb.com,,
7/1/2016,2015-014650STR,,9/28/2016,9/29/2016,Unhosted,11/2/2016,826,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2016,2015-014650STR,,9/21/2016,9/22/2016,Unhosted,11/2/2016,826,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2016,2015-014650STR,,9/20/2016,9/21/2016,Unhosted,11/2/2016,826,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2016,2015-014650STR,,9/8/2016,9/11/2016,Unhosted,11/2/2016,826,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2016,2015-014650STR,,8/30/2016,9/2/2016,Unhosted,11/2/2016,826,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2016,2015-014650STR,,8/21/2016,8/27/2016,Unhosted,11/2/2016,826,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2016,2015-014650STR,,8/20/2016,8/21/2016,Unhosted,11/2/2016,826,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2016,2015-014650STR,,8/4/2016,8/5/2016,Unhosted,11/2/2016,826,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2016,2015-014650STR,,7/28/2016,7/31/2016,Unhosted,11/2/2016,826,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2016,2015-014650STR,,7/21/2016,7/23/2016,Unhosted,11/2/2016,826,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2016,2015-014650STR,,7/14/2016,7/15/2016,Unhosted,11/2/2016,826,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2016,2015-014650STR,,7/12/2016,7/14/2016,Unhosted,11/2/2016,826,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2016,2015-014650STR,,7/10/2016,7/11/2016,Unhosted,11/2/2016,826,Airbnb,,7,July-September,2016,Airbnb.com,,
10/1/2016,2015-014650STR,,10/7/2016,10/10/2016,Unhosted,1/26/2017,826,Airbnb,,10,October-December,2016,Airbnb.com,,
10/1/2016,2015-014650STR,,10/20/2016,10/21/2016,Unhosted,1/26/2017,826,Airbnb,,10,October-December,2016,Airbnb.com,,
10/1/2016,2015-014650STR,,11/5/2016,11/6/2016,Unhosted,1/26/2017,826,Airbnb,,10,October-December,2016,Airbnb.com,,
10/1/2016,2015-014650STR,,11/15/2016,11/17/2016,Unhosted,1/26/2017,826,Airbnb,,10,October-December,2016,Airbnb.com,,
10/1/2016,2015-014650STR,,12/11/2016,12/15/2016,Unhosted,1/26/2017,826,Airbnb,,10,October-December,2016,Airbnb.com,,
1/1/2017,2015-014650STR,,1/9/2017,1/12/2017,Unhosted,4/19/2017,826,Airbnb,,1,January-March,2017,Airbnb.com,,
1/1/2017,2015-014650STR,,1/12/2017,1/19/2017,Unhosted,4/19/2017,826,Airbnb,,1,January-March,2017,Airbnb.com,,
1/1/2017,2015-014650STR,,1/31/2017,2/2/2017,Unhosted,4/19/2017,826,Airbnb,,1,January-March,2017,Airbnb.com,,
1/1/2017,2015-014650STR,,2/10/2017,2/12/2017,Unhosted,4/19/2017,826,Airbnb,,1,January-March,2017,Airbnb.com,,
1/1/2017,2015-014650STR,,2/14/2017,2/17/2017,Unhosted,4/19/2017,826,Airbnb,,1,January-March,2017,Airbnb.com,,
1/1/2017,2015-014650STR,,2/18/2017,2/20/2017,Unhosted,4/19/2017,826,Airbnb,,1,January-March,2017,Airbnb.com,,
1/1/2017,2015-014650STR,,2/25/2017,2/26/2017,Unhosted,4/19/2017,826,Airbnb,,1,January-March,2017,Airbnb.com,,
1/1/2017,2015-014650STR,,2/27/2017,3/3/2017,Unhosted,4/19/2017,826,Airbnb,,1,January-March,2017,Airbnb.com,,
1/1/2017,2015-014650STR,,3/6/2017,3/10/2017,Unhosted,4/19/2017,826,Airbnb,,1,January-March,2017,Airbnb.com,,
1/1/2017,2015-014650STR,,3/28/2017,3/31/2017,Unhosted,4/19/2017,826,Airbnb,,1,January-March,2017,Airbnb.com,,
4/1/2017,2015-014650STR,,4/5/2017,4/7/2017,Unhosted,7/24/2017,826,Airbnb,,4,April-June,2017,Airbnb.com,,
4/1/2017,2015-014650STR,,4/21/2017,4/24/2017,Unhosted,7/24/2017,826,Airbnb,,4,April-June,2017,Airbnb.com,,
4/1/2017,2015-014650STR,,4/29/2017,4/30/2017,Unhosted,7/24/2017,826,Airbnb,,4,April-June,2017,Airbnb.com,,
4/1/2017,2015-014650STR,,5/2/2017,5/8/2017,Unhosted,7/24/2017,826,Airbnb,,4,April-June,2017,Airbnb.com,,
4/1/2017,2015-014650STR,,5/16/2017,5/18/2017,Unhosted,7/24/2017,826,Airbnb,,4,April-June,2017,Airbnb.com,,
4/1/2017,2015-014650STR,,5/20/2017,5/21/2017,Unhosted,7/24/2017,826,Airbnb,,4,April-June,2017,Airbnb.com,,
4/1/2017,2015-014650STR,,5/23/2017,5/26/2017,Unhosted,7/24/2017,826,Airbnb,,4,April-June,2017,Airbnb.com,,
4/1/2017,2015-014650STR,,5/27/2017,5/29/2017,Unhosted,7/24/2017,826,Airbnb,,4,April-June,2017,Airbnb.com,,
4/1/2017,2015-014650STR,,5/30/2017,6/9/2017,Unhosted,7/24/2017,826,Airbnb,,4,April-June,2017,Airbnb.com,,
2/1/2015,2015-015413STR,,10/23/2015,10/30/2015,Unhosted,1/11/2016,814,Airbnb,,2,January-March,2015,Airbnb.com,,
2/1/2015,2015-015413STR,,8/7/2015,8/11/2015,Unhosted,1/11/2016,814,Airbnb,,2,January-March,2015,Airbnb.com,,
2/1/2015,2015-015413STR,,8/7/2015,8/11/2015,Unhosted,1/11/2016,814,Airbnb,,2,January-March,2015,Airbnb.com,,
2/1/2015,2015-015413STR,,8/7/2015,8/11/2015,Unhosted,1/11/2016,814,Airbnb,,2,January-March,2015,Airbnb.com,,
2/1/2015,2015-015413STR,,7/31/2015,8/4/2015,Unhosted,1/11/2016,814,Airbnb,,2,January-March,2015,Airbnb.com,,
2/1/2015,2015-015413STR,,7/9/2015,7/12/2015,Unhosted,1/11/2016,814,Airbnb,,2,January-March,2015,Airbnb.com,,
2/1/2015,2015-015413STR,,6/7/2015,6/12/2015,Unhosted,1/11/2016,814,Airbnb,,2,January-March,2015,Airbnb.com,,
2/1/2015,2015-015413STR,,5/30/2015,6/3/2015,Unhosted,1/11/2016,814,Airbnb,,2,January-March,2015,Airbnb.com,,
1/1/2016,2015-004007STR,,3/5/2016,3/11/2016,Unhosted,4/11/2016,249,VRBO,,1,January-March,2016,VRBO.com,,
2/1/2015,2015-004007STR,,7/28/2015,8/1/2015,Unhosted,4/15/2016,249,VRBO,,2,January-March,2015,VRBO.com,,
2/1/2015,2015-004007STR,,9/10/2015,9/14/2015,Unhosted,4/15/2016,249,VRBO,,2,January-March,2015,VRBO.com,,
2/1/2015,2015-004007STR,,9/15/2015,9/19/2015,Unhosted,4/15/2016,249,VRBO,,2,January-March,2015,VRBO.com,,
2/1/2015,2015-004007STR,,11/21/2015,11/25/2015,Unhosted,4/15/2016,249,VRBO,,2,January-March,2015,VRBO.com,,
2/1/2015,2015-004007STR,,12/25/2015,12/28/2015,Unhosted,4/15/2016,249,VRBO,,2,January-March,2015,VRBO.com,,
4/1/2016,2015-004007STR,,5/22/2016,6/2/2016,Unhosted,8/15/2016,249,VRBO,,4,April-June,2016,VRBO.com,,
4/1/2016,2015-004007STR,,6/6/2016,6/10/2016,Unhosted,8/15/2016,249,VRBO,,4,April-June,2016,VRBO.com,,
7/1/2016,2015-004007STR,,7/8/2016,7/13/2016,Unhosted,10/21/2016,249,VRBO,,7,July-September,2016,VRBO.com,,
7/1/2016,2015-004007STR,,7/13/2016,7/18/2016,Unhosted,10/21/2016,249,VRBO,,7,July-September,2016,VRBO.com,,
7/1/2016,2015-004007STR,,7/24/2016,7/31/2016,Unhosted,10/21/2016,249,VRBO,,7,July-September,2016,VRBO.com,,
7/1/2016,2015-004007STR,,8/7/2016,8/13/2016,Unhosted,10/21/2016,249,VRBO,,7,July-September,2016,VRBO.com,,
7/1/2016,2015-004007STR,,8/16/2016,8/23/2016,Unhosted,10/21/2016,249,VRBO,,7,July-September,2016,VRBO.com,,
7/1/2016,2015-004007STR,,9/15/2016,9/20/2016,Unhosted,10/21/2016,249,VRBO,,7,July-September,2016,VRBO.com,,
7/1/2016,2015-004007STR,,9/22/2016,9/30/2016,Unhosted,10/21/2016,249,VRBO,,7,July-September,2016,VRBO.com,,
10/1/2016,2015-004007STR,,10/2/2016,10/7/2016,Unhosted,1/26/2017,249,VRBO,,10,October-December,2016,VRBO.com,,
1/1/2017,2015-004007STR,,3/4/2017,3/10/2017,Unhosted,4/14/2017,249,VRBO,,1,January-March,2017,VRBO.com,,
4/1/2017,2015-004007STR,,6/20/2017,6/24/2017,Unhosted,7/19/2017,249,VRBO,,4,April-June,2017,VRBO.com,,
4/1/2017,2015-004007STR,,6/25/2017,6/29/2017,Unhosted,7/19/2017,249,VRBO,,4,April-June,2017,VRBO.com,,
1/1/2016,2015-016547STR,,1/2/2016,1/4/2016,Unhosted,4/20/2016,926,Airbnb,,1,January-March,2016,Airbnb.com,,
2/1/2015,2015-009802STR,,8/1/2015,8/3/2015,Unhosted,4/21/2016,615,Airbnb,,2,January-March,2015,Airbnb.com,,
2/1/2015,2015-009802STR,,8/3/2015,8/6/2015,Unhosted,4/21/2016,615,Airbnb,,2,January-March,2015,Airbnb.com,,
2/1/2015,2015-009802STR,,8/6/2015,8/10/2015,Unhosted,4/21/2016,615,Airbnb,,2,January-March,2015,Airbnb.com,,
2/1/2015,2015-009802STR,,8/10/2015,8/12/2015,Unhosted,4/21/2016,615,Airbnb,,2,January-March,2015,Airbnb.com,,
2/1/2015,2015-009802STR,,8/14/2015,8/19/2015,Unhosted,4/21/2016,615,Airbnb,,2,January-March,2015,Airbnb.com,,
2/1/2015,2015-009802STR,,8/19/2015,8/26/2015,Unhosted,4/21/2016,615,Airbnb,,2,January-March,2015,Airbnb.com,,
2/1/2015,2015-009802STR,,8/26/2015,8/29/2015,Unhosted,4/21/2016,615,Airbnb,,2,January-March,2015,Airbnb.com,,
2/1/2015,2015-009802STR,,8/29/2015,9/1/2015,Unhosted,4/21/2016,615,Airbnb,,2,January-March,2015,Airbnb.com,,
2/1/2015,2015-009802STR,,9/3/2015,9/6/2015,Unhosted,4/21/2016,615,Airbnb,,2,January-March,2015,Airbnb.com,,
2/1/2015,2015-009802STR,,9/7/2015,9/9/2015,Unhosted,4/21/2016,615,Airbnb,,2,January-March,2015,Airbnb.com,,
2/1/2015,2015-009802STR,,9/9/2015,9/12/2015,Unhosted,4/21/2016,615,Airbnb,,2,January-March,2015,Airbnb.com,,
2/1/2015,2015-009802STR,,9/12/2015,9/19/2015,Unhosted,4/21/2016,615,Airbnb,,2,January-March,2015,Airbnb.com,,
2/1/2015,2015-009802STR,,9/21/2015,9/24/2015,Unhosted,4/21/2016,615,Airbnb,,2,January-March,2015,Airbnb.com,,
2/1/2015,2015-009802STR,,9/24/2015,9/28/2015,Unhosted,4/21/2016,615,Airbnb,,2,January-March,2015,Airbnb.com,,
2/1/2015,2015-009802STR,,9/28/2015,9/30/2015,Unhosted,4/21/2016,615,Airbnb,,2,January-March,2015,Airbnb.com,,
2/1/2015,2015-009802STR,,10/2/2015,10/4/2015,Unhosted,4/21/2016,615,Airbnb,,2,January-March,2015,Airbnb.com,,
2/1/2015,2015-009802STR,,10/17/2015,10/20/2015,Unhosted,4/21/2016,615,Airbnb,,2,January-March,2015,Airbnb.com,,
2/1/2015,2015-009802STR,,11/3/2015,11/6/2015,Unhosted,4/21/2016,615,Airbnb,,2,January-March,2015,Airbnb.com,,
2/1/2015,2015-009802STR,,11/12/2015,11/14/2015,Unhosted,4/21/2016,615,Airbnb,,2,January-March,2015,Airbnb.com,,
2/1/2015,2015-009802STR,,11/20/2015,11/28/2015,Unhosted,4/21/2016,615,Airbnb,,2,January-March,2015,Airbnb.com,,
2/1/2015,2015-009802STR,,11/28/2015,11/29/2015,Unhosted,4/21/2016,615,Airbnb,,2,January-March,2015,Airbnb.com,,
2/1/2015,2015-009802STR,,12/19/2015,12/21/2015,Unhosted,4/21/2016,615,Airbnb,,2,January-March,2015,Airbnb.com,,
7/1/2016,2016-000044STR,,7/24/2016,7/28/2016,Unhosted,11/4/2016,1014,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2016,2016-000044STR,,7/15/2016,7/21/2016,Unhosted,11/4/2016,1014,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2016,2016-000044STR,,7/28/2016,7/30/2016,Unhosted,11/4/2016,1014,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2016,2016-000044STR,,7/22/2016,7/24/2016,Unhosted,11/4/2016,1014,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2016,2016-000044STR,,7/11/2016,7/16/2016,Unhosted,11/4/2016,1014,Airbnb,,7,July-September,2016,Airbnb.com,,
1/1/2016,2015-014649STR,,1/1/2016,1/3/2016,Unhosted,4/22/2016,754,Airbnb,,1,January-March,2016,Airbnb.com,,
1/1/2016,2015-014649STR,,2/4/2016,2/7/2016,Unhosted,4/22/2016,754,Airbnb,,1,January-March,2016,Airbnb.com,,
4/1/2016,2015-014649STR,,5/26/2016,5/29/2016,Unhosted,8/15/2016,754,Airbnb,,4,April-June,2016,Airbnb.com,,
7/1/2016,2015-014649STR,,7/21/2016,7/25/2016,Unhosted,11/2/2016,754,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2016,2015-014649STR,,7/28/2016,7/31/2016,Unhosted,11/2/2016,754,Airbnb,,7,July-September,2016,Airbnb.com,,
4/1/2018,2016-003543STR,,6/10/2018,6/13/2018,Unhosted,8/2/2018,1045,Airbnb,,4,April-June,2018,Airbnb.com,,
4/1/2018,2016-003543STR,,6/13/2018,6/17/2018,Unhosted,8/2/2018,1045,Airbnb,,4,April-June,2018,Airbnb.com,,
4/1/2018,2016-003543STR,,6/19/2018,6/25/2018,Unhosted,8/2/2018,1045,Airbnb,,4,April-June,2018,Airbnb.com,,
4/1/2018,2016-003543STR,,6/17/2018,6/19/2018,Unhosted,8/2/2018,1045,Airbnb,,4,April-June,2018,Airbnb.com,,
4/1/2018,2016-003543STR,,6/25/2018,6/29/2018,Unhosted,8/2/2018,1045,Airbnb,,4,April-June,2018,Airbnb.com,,
4/1/2018,2016-003543STR,,6/5/2018,6/9/2018,Unhosted,8/2/2018,1045,Airbnb,,4,April-June,2018,Airbnb.com,,
1/1/2019,2016-003543STR,,2/10/2019,2/13/2019,Unhosted,6/20/2019,1045,Airbnb,,1,January-March,2019,Airbnb.com,,
1/1/2019,2016-003543STR,,3/10/2019,3/11/2019,Unhosted,6/20/2019,1045,Airbnb,,1,January-March,2019,Airbnb.com,,
1/1/2019,2016-003543STR,,2/10/2019,2/13/2019,Unhosted,6/20/2019,1045,Airbnb,,1,January-March,2019,Airbnb.com,,
1/1/2019,2016-003543STR,,3/10/2019,3/11/2019,Unhosted,6/20/2019,1045,Airbnb,,1,January-March,2019,Airbnb.com,,
10/1/2016,2015-018084STR,,10/13/2016,10/18/2016,Unhosted,2/9/2017,1117,"Airbnb, VRBO",,10,October-December,2016,,"Airbnb, VRBO","Airbnb, VRBO"
10/1/2016,2015-018084STR,,10/19/2016,10/22/2016,Unhosted,2/9/2017,1117,"Airbnb, VRBO",,10,October-December,2016,,"Airbnb, VRBO","Airbnb, VRBO"
1/1/2017,2015-018084STR,,1/26/2017,1/29/2017,Unhosted,5/8/2017,1117,"Airbnb, VRBO",,1,January-March,2017,,"Airbnb, VRBO","Airbnb, VRBO"
1/1/2017,2015-018084STR,,2/1/2017,2/4/2017,Unhosted,5/8/2017,1117,"Airbnb, VRBO",,1,January-March,2017,,"Airbnb, VRBO","Airbnb, VRBO"
1/1/2017,2015-018084STR,,2/11/2017,2/14/2017,Unhosted,5/8/2017,1117,"Airbnb, VRBO",,1,January-March,2017,,"Airbnb, VRBO","Airbnb, VRBO"
1/1/2017,2015-018084STR,,2/22/2017,2/26/2017,Unhosted,5/8/2017,1117,"Airbnb, VRBO",,1,January-March,2017,,"Airbnb, VRBO","Airbnb, VRBO"
1/1/2017,2015-018084STR,,3/5/2017,3/8/2017,Unhosted,5/8/2017,1117,"Airbnb, VRBO",,1,January-March,2017,,"Airbnb, VRBO","Airbnb, VRBO"
4/1/2017,2015-018084STR,,4/3/2017,4/6/2017,Unhosted,7/24/2017,1117,"Airbnb, VRBO",,4,April-June,2017,,"Airbnb, VRBO","Airbnb, VRBO"
4/1/2017,2015-018084STR,,5/25/2017,5/28/2017,Unhosted,7/24/2017,1117,"Airbnb, VRBO",,4,April-June,2017,,"Airbnb, VRBO","Airbnb, VRBO"
4/1/2017,2015-018084STR,,6/7/2017,6/11/2017,Unhosted,7/24/2017,1117,"Airbnb, VRBO",,4,April-June,2017,,"Airbnb, VRBO","Airbnb, VRBO"
4/1/2017,2015-018084STR,,6/11/2017,6/15/2017,Unhosted,7/24/2017,1117,"Airbnb, VRBO",,4,April-June,2017,,"Airbnb, VRBO","Airbnb, VRBO"
4/1/2017,2015-018084STR,,6/21/2017,6/24/2017,Unhosted,7/24/2017,1117,"Airbnb, VRBO",,4,April-June,2017,,"Airbnb, VRBO","Airbnb, VRBO"
4/1/2017,2015-018084STR,,6/29/2017,7/1/2017,Unhosted,7/24/2017,1117,"Airbnb, VRBO",,4,April-June,2017,,"Airbnb, VRBO","Airbnb, VRBO"
1/1/2019,2015-018084STR,,1/7/2019,1/10/2019,Unhosted,6/20/2019,1117,Airbnb,,1,January-March,2019,Airbnb.com,,
1/1/2019,2015-018084STR,,1/17/2019,1/22/2019,Unhosted,6/20/2019,1117,Airbnb,,1,January-March,2019,Airbnb.com,,
1/1/2019,2015-018084STR,,1/23/2019,1/26/2019,Unhosted,6/20/2019,1117,Airbnb,,1,January-March,2019,Airbnb.com,,
1/1/2019,2015-018084STR,,2/2/2019,2/7/2019,Unhosted,6/20/2019,1117,Airbnb,,1,January-March,2019,Airbnb.com,,
1/1/2019,2015-018084STR,,2/8/2019,2/12/2019,Unhosted,6/20/2019,1117,Airbnb,,1,January-March,2019,Airbnb.com,,
1/1/2019,2015-018084STR,,2/13/2019,2/17/2019,Unhosted,6/20/2019,1117,Airbnb,,1,January-March,2019,Airbnb.com,,
1/1/2019,2015-018084STR,,3/3/2019,3/9/2019,Unhosted,6/20/2019,1117,Airbnb,,1,January-March,2019,Airbnb.com,,
1/1/2019,2015-018084STR,,3/23/2019,3/30/2019,Unhosted,6/20/2019,1117,Airbnb,,1,January-March,2019,Airbnb.com,,
4/1/2016,2016-005594STR,,5/26/2016,5/30/2016,Unhosted,8/17/2016,1340,Airbnb,,4,April-June,2016,Airbnb.com,,
4/1/2016,2016-005594STR,,5/30/2016,6/1/2016,Unhosted,8/17/2016,1340,Airbnb,,4,April-June,2016,Airbnb.com,,
4/1/2016,2016-005594STR,,6/2/2016,6/9/2016,Unhosted,8/17/2016,1340,Airbnb,,4,April-June,2016,Airbnb.com,,
4/1/2016,2016-005594STR,,6/9/2016,6/11/2016,Unhosted,8/17/2016,1340,Airbnb,,4,April-June,2016,Airbnb.com,,
4/1/2016,2016-005594STR,,6/11/2016,6/19/2016,Unhosted,8/17/2016,1340,Airbnb,,4,April-June,2016,Airbnb.com,,
4/1/2016,2016-005594STR,,6/21/2016,6/24/2016,Unhosted,8/17/2016,1340,Airbnb,,4,April-June,2016,Airbnb.com,,
4/1/2016,2016-005594STR,,6/28/2016,6/30/2016,Unhosted,8/17/2016,1340,Airbnb,,4,April-June,2016,Airbnb.com,,
7/1/2016,2016-009383STR,,8/4/2016,8/6/2016,Unhosted,11/4/2016,1646,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2016,2016-009383STR,,7/29/2016,7/31/2016,Unhosted,11/4/2016,1646,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2016,2016-009383STR,,7/11/2016,7/15/2016,Unhosted,11/4/2016,1646,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2016,2016-009383STR,,7/1/2016,7/3/2016,Unhosted,11/4/2016,1646,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2016,2016-009383STR,,7/8/2016,7/10/2016,Unhosted,11/4/2016,1646,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2016,2016-009383STR,,7/15/2016,7/17/2016,Unhosted,11/4/2016,1646,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2016,2016-009383STR,,7/3/2016,7/6/2016,Unhosted,11/4/2016,1646,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2016,2016-009383STR,,8/6/2016,8/7/2016,Unhosted,11/4/2016,1646,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2016,2016-009383STR,,8/1/2016,8/4/2016,Unhosted,11/4/2016,1646,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2016,2016-009383STR,,9/15/2016,9/18/2016,Unhosted,11/4/2016,1646,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2016,2016-009383STR,,7/22/2016,7/24/2016,Unhosted,11/4/2016,1646,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2016,2016-009383STR,,8/12/2016,8/18/2016,Unhosted,11/4/2016,1646,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2016,2016-009383STR,,8/26/2016,8/28/2016,Unhosted,11/4/2016,1646,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2016,2016-009383STR,,7/24/2016,7/26/2016,Unhosted,11/4/2016,1646,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2016,2016-009383STR,,9/1/2016,9/4/2016,Unhosted,11/4/2016,1646,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2016,2016-009383STR,,9/22/2016,9/26/2016,Unhosted,11/4/2016,1646,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2016,2016-009383STR,,7/7/2016,7/8/2016,Unhosted,11/4/2016,1646,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2016,2016-009383STR,,8/28/2016,9/1/2016,Unhosted,11/4/2016,1646,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2016,2016-009383STR,,7/20/2016,7/22/2016,Unhosted,11/4/2016,1646,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2016,2016-009383STR,,7/27/2016,7/29/2016,Unhosted,11/4/2016,1646,Airbnb,,7,July-September,2016,Airbnb.com,,
7/1/2016,2016-009383STR,,9/10/2016,9/14/2016,Unhosted,11/4/2016,1646,Airbnb,,7,July-September,2016,Airbnb.com,,
1/1/2017,2016-014234STR,11/21/2020,2/9/2017,2/13/2017,Unhosted,5/9/2017,1829,Airbnb,,1,January-March,2017,Airbnb.com,,
1/1/2017,2016-014234STR,11/21/2020,2/15/2017,2/19/2017,Unhosted,5/9/2017,1829,Airbnb,,1,January-March,2017,Airbnb.com,,
1/1/2017,2016-014234STR,11/21/2020,2/22/2017,2/26/2017,Unhosted,5/9/2017,1829,Airbnb,,1,January-March,2017,Airbnb.com,,
4/1/2017,2016-014234STR,11/21/2020,5/5/2017,5/9/2017,Unhosted,7/30/2018,1829,Airbnb,,4,April-June,2017,Airbnb.com,,
4/1/2017,2016-014234STR,11/21/2020,5/14/2017,5/19/2017,Unhosted,7/30/2018,1829,Airbnb,,4,April-June,2017,Airbnb.com,,
4/1/2017,2016-014234STR,11/21/2020,5/22/2017,5/26/2017,Unhosted,7/30/2018,1829,Airbnb,,4,April-June,2017,Airbnb.com,,
1/1/2019,2016-014234STR,11/21/2020,1/30/2019,2/2/2019,Unhosted,6/20/2019,1829,Airbnb,,1,January-March,2019,Airbnb.com,,
1/1/2019,2016-014234STR,11/21/2020,2/3/2019,2/5/2019,Unhosted,6/20/2019,1829,Airbnb,,1,January-March,2019,Airbnb.com,,
1/1/2019,2016-014234STR,11/21/2020,2/7/2019,2/11/2019,Unhosted,6/20/2019,1829,Airbnb,,1,January-March,2019,Airbnb.com,,
1/1/2019,2016-014234STR,11/21/2020,3/25/2019,3/28/2019,Unhosted,6/20/2019,1829,Airbnb,,1,January-March,2019,Airbnb.com,,
1/1/2019,2016-014234STR,11/21/2020,3/28/2019,3/31/2019,Unhosted,6/20/2019,1829,Airbnb,,1,January-March,2019,Airbnb.com,,
10/1/2016,2016-012497STR,,10/1/2016,10/5/2016,Unhosted,1/18/2017,1887,Airbnb,,10,October-December,2016,Airbnb.com,,
10/1/2016,2016-012497STR,,10/6/2016,10/9/2016,Unhosted,1/18/2017,1887,Airbnb,,10,October-December,2016,Airbnb.com,,
10/1/2016,2016-012497STR,,10/22/2016,10/29/2016,Unhosted,1/18/2017,1887,Airbnb,,10,October-December,2016,Airbnb.com,,
7/1/2017,2017-006994STR,,8/15/2017,8/18/2017,Unhosted,8/2/2018,2282,"Airbnb, VRBO",,7,July-September,2017,,"Airbnb, VRBO","Airbnb, VRBO"
7/1/2017,2017-006994STR,,8/20/2017,9/8/2017,Unhosted,8/2/2018,2282,"Airbnb, VRBO",,7,July-September,2017,,"Airbnb, VRBO","Airbnb, VRBO"
2/1/2015,2015-011318STR,,9/30/2015,10/15/2015,Unhosted,1/8/2016,667,Airbnb,,2,January-March,2015,Airbnb.com,,
2/1/2015,2015-011318STR,,11/23/2015,11/27/2015,Unhosted,1/8/2016,667,Airbnb,,2,January-March,2015,Airbnb.com,,
1/1/2016,2015-011318STR,,3/16/2016,3/19/2016,Unhosted,4/1/2016,667,Airbnb,,1,January-March,2016,Airbnb.com,,
4/1/2016,2015-011318STR,,4/26/2016,5/5/2016,Unhosted,7/1/2016,667,Airbnb,,4,April-June,2016,Airbnb.com,,
1/1/2016,2015-018257STR,,1/1/2016,1/6/2016,Unhosted,4/30/2016,972,Airbnb,,1,January-March,2016,Airbnb.com,,
