"b1_alt_id","b1_special_text","SD_PRO_DES","SD_APP_DES","CURRENT","NEXT","RecordStatus"
"2016-004579ENF","950 Grant Avenue Illegal Short-Term Rentals by Apparent Former Lessee","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2016-004846ENF","4547 18th Street Unit 1 Illegal Short-Term Rentals by Owner","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2016-004846ENF","4547 18th Street Unit 1 Illegal Short-Term Rentals by Owner","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2016-004846ENF","4547 18th Street Unit 1 Illegal Short-Term Rentals by Owner","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2016-006037ENF","3040 25th Avenue Illegal Short-Term Rentals by Bui Duc Tu","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2016-006037ENF","3040 25th Avenue Illegal Short-Term Rentals by Bui Duc Tu","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2016-006037ENF","3040 25th Avenue Illegal Short-Term Rentals by Bui Duc Tu","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2016-006141ENF","575 Mississippi Street Illegal Short-Term Rentals","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2016-006141ENF","575 Mississippi Street Illegal Short-Term Rentals","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2016-006141ENF","575 Mississippi Street Illegal Short-Term Rentals","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2016-006187ENF","1124 Balboa Street","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2016-006187ENF","1124 Balboa Street","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2016-006187ENF","1124 Balboa Street","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2016-006195ENF","861 Hayes Street","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2016-006195ENF","861 Hayes Street","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2016-006195ENF","861 Hayes Street","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2016-006400ENF","849 Fell Street","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2016-006400ENF","849 Fell Street","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2016-006400ENF","849 Fell Street","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2016-006434ENF","2235 3rd Street","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2016-006434ENF","2235 3rd Street","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2016-006434ENF","2235 3rd Street","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2016-006695ENF","2567 31st Avenue","Completion Processing","Closed - Abated","017000000000000","000013000000000","On Hold"
"2016-006695ENF","2567 31st Avenue","Analysis","On Hold","016001000000000","017000000000000","On Hold"
"2016-006730ENF","26 somerset - Group Housing / Unauthorized Unit","Completion Processing","In Progress","019000000000000","000013000000000","Pending Closure"
"2016-006730ENF","26 somerset - Group Housing / Unauthorized Unit","On Hold","Remove Hold","018000000000000","017000000000000","Pending Closure"
"2016-006730ENF","26 somerset - Group Housing / Unauthorized Unit","Analysis","Analysis Complete - Violation Abated","017001000000000","019018000000000","Pending Closure"
"2016-007131ENF","1501 Larkin Street","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2016-007131ENF","1501 Larkin Street","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2016-007131ENF","1501 Larkin Street","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2016-007181ENF","236 Avalon Ave Illegal Short-Term Rentals by Lessee Steven Barbarich (Multi-Property Operator)","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2016-007181ENF","236 Avalon Ave Illegal Short-Term Rentals by Lessee Steven Barbarich (Multi-Property Operator)","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2016-007181ENF","236 Avalon Ave Illegal Short-Term Rentals by Lessee Steven Barbarich (Multi-Property Operator)","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2016-007711ENF","369 Elizabeth Street","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2016-007711ENF","369 Elizabeth Street","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2016-007711ENF","369 Elizabeth Street","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2016-009092ENF","1018-1020 Clay Street Illegal Short-Term Rentals by Ownership","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2016-009092ENF","1018-1020 Clay Street Illegal Short-Term Rentals by Ownership","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2016-009092ENF","1018-1020 Clay Street Illegal Short-Term Rentals by Ownership","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2016-009784ENF","855 and 859 Fell Street","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2016-009784ENF","855 and 859 Fell Street","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2016-009784ENF","855 and 859 Fell Street","Analysis","On Hold","017001000000000","019018000000000","On Hold"
"2016-010100ENF","20 Nobles Alley - garage ?garage doors built without a permit.","Completion Processing","New Information","019000000000000","000013000000000","Under Review"
"2016-010100ENF","20 Nobles Alley - garage ?garage doors built without a permit.","On Hold","Remove Hold","018000000000000","017000000000000","Under Review"
"2016-010100ENF","20 Nobles Alley - garage ?garage doors built without a permit.","Analysis","Analysis Complete","017001000000000","019018000000000","Under Review"
"2016-010141ENF","1631 Moraga Street","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2016-010141ENF","1631 Moraga Street","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2016-010141ENF","1631 Moraga Street","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2016-010771ENF","466 Brannan","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2016-010771ENF","466 Brannan","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2016-010771ENF","466 Brannan","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2016-011755ENF","451A Sanchez Street","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2016-011755ENF","451A Sanchez Street","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2016-011755ENF","451A Sanchez Street","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2016-011799ENF","647 Kansas Street Illegal Short-Term Rentals Co-Owner","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2016-011799ENF","647 Kansas Street Illegal Short-Term Rentals Co-Owner","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2016-011799ENF","647 Kansas Street Illegal Short-Term Rentals Co-Owner","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2016-012173ENF","735 Clementina Street","Completion Processing","NULL","019000000000000","000013000000000","On Hold"
"2016-012173ENF","735 Clementina Street","On Hold","In Review While On Hold","018000000000000","017000000000000","On Hold"
"2016-012173ENF","735 Clementina Street","Analysis","NULL","017001000000000","019018000000000","On Hold"
"2016-012338ENF","343 Frederick Street Unit 6 Illegal Short-Term Rentals by Owner","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2016-012338ENF","343 Frederick Street Unit 6 Illegal Short-Term Rentals by Owner","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2016-012338ENF","343 Frederick Street Unit 6 Illegal Short-Term Rentals by Owner","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2016-012424ENF","308 Scott Street Unregistered Short-Term Rentals","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2016-012424ENF","308 Scott Street Unregistered Short-Term Rentals","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2016-012424ENF","308 Scott Street Unregistered Short-Term Rentals","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2016-012607ENF","1303 Alabama Street & 3027-3029 25th Street","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2016-012607ENF","1303 Alabama Street & 3027-3029 25th Street","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2016-012607ENF","1303 Alabama Street & 3027-3029 25th Street","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2016-013055ENF","322 18th Avenue through 324 18th Avenue Illegal Short-Term Rentals","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2016-013055ENF","322 18th Avenue through 324 18th Avenue Illegal Short-Term Rentals","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2016-013055ENF","322 18th Avenue through 324 18th Avenue Illegal Short-Term Rentals","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2016-013175ENF","1124 Balboa Street Illegal Short-Term Rentals by Owners.","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2016-013175ENF","1124 Balboa Street Illegal Short-Term Rentals by Owners.","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2016-013175ENF","1124 Balboa Street Illegal Short-Term Rentals by Owners.","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2016-013244ENF","537 37th Avenue","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2016-013244ENF","537 37th Avenue","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2016-013244ENF","537 37th Avenue","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2016-013388ENF","1554 Greenwich Street Illegal Short-Term Rentals by Owners","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2016-013388ENF","1554 Greenwich Street Illegal Short-Term Rentals by Owners","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2016-013388ENF","1554 Greenwich Street Illegal Short-Term Rentals by Owners","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2016-013436ENF","745 Pine Street Unit 9 Illegal Short-Term Rentals by Lessees","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2016-013436ENF","745 Pine Street Unit 9 Illegal Short-Term Rentals by Lessees","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2016-013436ENF","745 Pine Street Unit 9 Illegal Short-Term Rentals by Lessees","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2016-013676ENF","700 Montgomery Street","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2016-013676ENF","700 Montgomery Street","On Hold","In Review While On Hold","018000000000000","017000000000000","Under Review"
"2016-013676ENF","700 Montgomery Street","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2016-013910ENF","120 Brewster ON HOLD W PLANNER KD","Completion Processing","New Information","019000000000000","000013000000000","Under Review"
"2016-013910ENF","120 Brewster ON HOLD W PLANNER KD","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2016-013910ENF","120 Brewster ON HOLD W PLANNER KD","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2016-014117ENF","118-120 15th Avenue","Completion Processing","In Progress","019000000000000","000013000000000","Pending Closure"
"2016-014117ENF","118-120 15th Avenue","On Hold","Remove Hold","018000000000000","017000000000000","Pending Closure"
"2016-014117ENF","118-120 15th Avenue","Analysis","Analysis Complete","017001000000000","019018000000000","Pending Closure"
"2016-014165ENF","635 Minna Street Illegal Short-Term Rentals by Owner","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2016-014165ENF","635 Minna Street Illegal Short-Term Rentals by Owner","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2016-014165ENF","635 Minna Street Illegal Short-Term Rentals by Owner","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2016-014463ENF","3942 17th Street Illegal Short-Term Rentals","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2016-014463ENF","3942 17th Street Illegal Short-Term Rentals","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2016-014463ENF","3942 17th Street Illegal Short-Term Rentals","Analysis","NULL","017001000000000","019018000000000","Under Review"
"2016-014493ENF","547 Edinburgh - Group Housing / Illegal Units","Completion Processing","NULL","019000000000000","000013000000000","Under Review"
"2016-014493ENF","547 Edinburgh - Group Housing / Illegal Units","On Hold","NULL","018000000000000","017000000000000","Under Review"
"2016-014493ENF","547 Edinburgh - Group Housing / Illegal Units","Analysis","Under Review","017001000000000","019018000000000","Under Review"
"2016-015384ENF","903 Minnesota","Completion Processing","In Progress","019000000000000","000013000000000","On Hold"
